MonthNum,Year,Quantity,Discount Percentage,Marketing Spend (USD),Actual,Predicted
6,2023,5,0,0,151.9,2275.7554552695656
4,2023,5,0,0,151.9,2286.842906940641
2,2023,5,0,0,151.9,2297.9303586117094
10,2022,5,0,163,151.9,2257.2541361007607
6,2022,5,0,0,151.9,2294.4142946306456
10,2023,5,0,0,151.9,2253.5805519274145
4,2023,5,0,0,151.9,2286.842906940641
1,2023,1,20,62,153.26,-152.1925270314896
9,2023,6,15,0,154.94,2318.972621883804
5,2022,3,20,0,162.0,798.6530059875149
5,2023,3,20,0,162.0,779.9941666264349
12,2023,1,15,138,162.83,-81.99966874757956
7,2023,1,15,0,162.83,-41.59413640481944
7,2022,6,10,122,164.05,2475.66378766908
2,2022,1,0,48,164.43,414.8529941215238
3,2022,1,0,28,164.43,411.1479499041161
3,2023,1,0,92,164.43,386.60532936503296
11,2023,1,0,30,164.46,347.9554356969311
8,2023,1,0,69,164.46,361.0011840481966
5,2022,1,0,171,164.46,386.9139246634368
10,2022,1,0,0,164.46,374.9160233207367
8,2022,3,0,10,167.97,1333.7458181666225
12,2023,3,0,0,167.97,1293.8314162724637
9,2022,3,0,0,167.97,1329.121433140157
8,2023,3,0,187,167.97,1298.8146464851234
2,2022,3,0,166,167.97,1352.6664565584651
1,2022,3,0,0,167.97,1373.471239824452
9,2023,3,0,32,167.97,1307.5207031900718
3,2022,3,0,197,167.97,1344.2727742148272
7,2023,3,0,0,167.97,1321.5500454501453
1,2022,7,20,0,170.13,2718.151277297424
3,2023,7,20,0,170.13,2688.4049862652682
2,2022,7,20,148,170.13,2699.0013074877497
1,2022,2,20,0,170.72,346.49706733772473
6,2023,6,5,98,173.17,2602.915924708992
4,2023,1,20,34,176.18,-166.24955027272517
10,2022,3,20,0,178.56,770.9343768098333
2,2023,3,20,134,178.56,784.3061772915971
12,2023,1,0,0,178.82,345.16973228858114
6,2023,1,0,0,178.82,378.43208730180777
5,2022,1,0,0,178.82,402.6346524984183
7,2023,1,0,181,178.82,356.24829282222345
10,2023,7,15,27,180.76,2785.277517855735
5,2022,7,15,188,180.76,2816.85359936858
2,2023,7,15,0,180.76,2832.1095447245025
11,2022,1,5,12,181.99,230.10825589062733
9,2022,3,10,44,182.25,1048.7546683328837
9,2022,6,0,114,182.28,2741.6334738926525
9,2023,6,0,0,182.28,2733.4551197548935
9,2023,6,0,180,182.28,2716.906985191752
6,2022,6,0,175,182.28,2752.656672463978
4,2022,6,0,122,182.28,2768.616630423079
4,2023,6,0,0,182.28,2761.173748932575
5,2023,6,0,0,182.28,2755.6300230970446
9,2023,6,0,157,182.28,2719.0214690525972
6,2023,6,0,24,182.28,2747.8798793197566
4,2022,6,0,0,182.28,2779.832588293655
7,2022,6,0,0,182.28,2763.201410787049
2,2023,6,0,0,182.28,2772.2612006036507
12,2023,1,15,0,187.19,-69.31276558250829
10,2023,3,15,62,189.72,884.7364570562568
1,2022,3,15,124,189.72,947.5889159209764
7,2023,1,0,30,190.01,370.1303390390822
8,2023,1,0,157,190.01,352.91098492843594
11,2022,1,0,0,190.01,369.37229748519894
9,2022,7,10,154,191.39,2935.965287400948
2,2022,1,0,54,191.57,414.30138963608624
8,2023,1,0,0,191.57,367.3446356307322
10,2022,1,0,0,191.57,374.9160233207367
1,2022,1,0,0,191.57,424.8095558405694
7,2022,1,0,0,191.57,391.54720082735
1,2023,3,5,0,192.38,1216.6515678396754
5,2023,3,5,135,192.38,1182.0655635751682
12,2022,8,20,0,194.43,3131.501135098457
12,2022,8,20,0,194.43,3131.501135098457
3,2023,3,10,144,200.88,1054.1647758943873
12,2022,4,10,0,201.56,1510.499432378092
3,2023,7,5,9,202.03,3102.0600774081977
12,2022,3,0,0,202.5,1312.4902556335437
6,2022,3,0,195,202.5,1327.825464870024
2,2023,3,0,0,202.5,1349.2686746278341
3,2023,3,0,0,202.5,1343.7249487922963
4,2023,3,0,33,202.5,1335.1473982868483
12,2022,3,0,95,202.5,1303.7565179474404
2,2022,3,0,170,202.5,1352.2987202348377
10,2022,3,0,0,202.5,1323.5777073046193
5,2022,3,0,21,202.5,1349.3657207832657
12,2023,3,0,62,202.5,1288.1315032562707
7,2022,3,0,0,202.5,1340.2088848112253
10,2023,3,0,186,202.5,1287.8191288949602
12,2023,3,0,60,202.5,1288.3153714180808
11,2023,3,0,0,202.5,1299.3751421080015
7,2022,3,0,179,202.5,1323.7526843289888
7,2022,3,0,131,202.5,1328.1655202124966
7,2023,1,0,0,207.68,372.88836146627
4,2023,1,0,0,207.68,389.51953897287603
3,2022,1,0,0,207.68,413.72210416949383
1,2022,1,0,0,207.68,424.8095558405694
7,2022,1,0,0,207.68,391.54720082735
7,2022,3,5,0,212.04,1202.0480521875288
4,2022,3,5,0,212.04,1218.6792296941421
4,2023,7,0,0,212.66,3235.5045909245164
7,2022,7,0,0,212.66,3237.5322527789904
6,2022,7,0,0,212.66,3243.075978614528
8,2022,7,0,139,212.66,3219.209689697469
3,2023,7,0,0,212.66,3241.048316760054
9,2022,7,0,5,212.66,3225.9851307033823
9,2022,7,0,125,212.66,3214.9530409946237
12,2023,7,0,131,212.66,3179.111419641493
3,2022,7,0,0,212.66,3259.707156121134
7,2023,7,0,114,212.66,3208.3929281945893
10,2022,7,0,80,212.66,3213.5463487998713
9,2023,7,0,0,212.66,3207.785961746835
8,2023,7,0,0,212.66,3213.3296875823726
10,2022,7,0,0,212.66,3220.901075272377
5,2022,7,0,78,212.66,3241.448846139363
9,2022,7,0,54,212.66,3221.4803607389695
8,2023,7,0,0,212.66,3213.3296875823726
8,2023,7,0,197,212.66,3195.2186736438234
8,2022,7,0,75,212.66,3225.0934708754794
1,2023,7,0,124,212.66,3240.7359423987436
8,2022,7,0,0,212.66,3231.9885269434526
4,2022,4,5,189,212.76,1675.634530394782
11,2023,2,0,0,213.4,825.0443001160602
1,2022,2,0,169,213.4,883.6035381593392
4,2022,2,0,0,213.4,882.5092203258973
11,2022,4,20,196,216.0,1221.7024131085927
10,2023,4,20,0,216.0,1226.6063794406873
10,2022,4,20,0,216.0,1245.2652188017746
7,2023,4,20,0,216.0,1243.2375569473006
9,2022,4,20,18,216.0,1249.1541311809924
6,2023,1,0,0,220.22,378.43208730180777
7,2022,1,0,0,220.22,391.54720082735
3,2023,1,0,0,220.22,395.0632648084138
6,2022,1,0,180,220.22,380.5427920997463
8,2023,1,0,184,220.22,350.42876474396326
9,2022,1,0,0,220.22,380.4597491562745
3,2022,1,0,0,220.22,413.72210416949383
9,2022,2,15,113,222.39,429.91954213471035
10,2023,3,0,164,223.2,1289.8416786749003
5,2022,3,0,0,223.2,1351.2963364823008
9,2022,3,0,0,223.2,1329.121433140157
7,2022,3,0,0,223.2,1340.2088848112253
7,2022,3,0,32,223.2,1337.26699422222
2,2023,3,0,0,223.2,1349.2686746278341
9,2022,3,0,118,223.2,1318.2732115932085
1,2022,3,0,0,223.2,1373.471239824452
3,2022,3,0,147,223.2,1348.8694782601451
8,2022,3,0,7,223.2,1334.021620409345
12,2022,3,0,0,223.2,1312.4902556335437
11,2023,5,20,0,223.96,1695.3934955970908
9,2022,4,0,127,223.96,1791.7766468569826
3,2023,5,20,0,223.96,1739.7433022813857
8,2023,4,0,0,223.96,1790.3371616065488
4,2022,4,0,30,223.96,1828.412881882592
10,2022,4,0,0,223.96,1797.9085492965605
4,2022,4,0,76,223.96,1824.1839141609016
9,2023,4,0,133,223.96,1772.566203010465
1,2023,4,0,0,223.96,1829.1432424553059
1,2023,4,0,97,223.96,1820.2256366073925
6,2022,4,0,0,223.96,1820.0834526387043
4,2023,4,0,195,223.96,1794.5849191719608
1,2023,4,0,0,223.96,1829.1432424553059
4,2022,4,0,0,223.96,1831.1709043097799
10,2022,4,0,2,223.96,1797.7246811347504
11,2022,4,15,108,229.5,1367.9534448520499
9,2023,4,15,100,229.5,1361.1175298092858
10,2023,4,15,0,229.5,1364.767212064391
1,2022,4,15,0,229.5,1433.3195839452965
1,2023,4,15,40,229.5,1410.9833813479636
11,2022,5,15,76,237.96,1845.226177432989
2,2022,4,20,197,238.08,1271.5040115475203
6,2023,4,20,0,238.08,1248.7812827828384
5,2023,4,20,190,238.08,1236.8575332461696
8,2023,4,20,0,238.08,1237.6938311117628
9,2022,4,20,92,238.08,1242.3510091939243
10,2023,1,20,0,238.66,-196.38614653512923
3,2022,1,20,56,238.66,-144.06953485604754
10,2023,4,10,0,243.0,1502.9280446880803
10,2022,4,10,0,243.0,1521.5868840491676
5,2022,4,10,172,243.0,1533.4928513109553
3,2023,8,0,0,243.04,3715.3791587519954
3,2023,8,0,0,243.04,3715.3791587519954
1,2022,8,0,18,243.04,3743.4706363278383
6,2022,9,10,80,246.08,3908.0612708785047
7,2022,1,20,193,248.96,-178.83940728235757
2,2023,1,20,0,248.96,-152.03633985083434
4,2023,1,20,7,248.96,-163.7673300882525
7,2023,5,10,0,251.96,1993.8900641866348
1,2023,4,5,0,256.5,1690.9824098316094
9,2022,9,5,10,259.75,4036.0263116590286
11,2022,2,0,120,261.64,832.6710497683816
10,2022,2,0,0,261.64,849.246865312678
1,2023,2,0,134,261.64,868.1623916299795
10,2022,2,0,114,261.64,838.766380089357
1,2022,2,0,0,261.64,899.1403978325106
12,2022,2,0,0,261.64,838.1594136416024
1,2022,2,20,71,263.14,339.9697475933717
3,2022,5,5,79,265.95,2165.6218471219545
2,2022,5,5,195,265.95,2160.501219572354
12,2022,4,10,0,267.84,1510.499432378092
3,2022,6,20,0,268.75,2232.732983634407
8,2023,1,10,0,269.3,91.02297038333927
12,2022,4,0,18,270.0,1785.1662841691723
4,2022,4,0,0,270.0,1831.1709043097799
8,2023,4,0,0,270.0,1790.3371616065488
12,2022,4,0,0,270.0,1786.821097625485
1,2022,4,0,0,270.0,1847.802081816386
3,2023,4,0,0,270.0,1818.0557907842376
11,2023,4,0,0,270.0,1773.7059840999427
10,2022,4,0,165,270.0,1782.7394259470166
10,2022,4,0,135,270.0,1785.4974483742044
4,2022,4,0,111,270.0,1820.966221329174
5,2023,4,0,0,270.0,1806.968339113162
8,2022,4,0,0,270.0,1808.9960009676288
3,2022,4,0,0,270.0,1836.7146301453176
11,2022,4,0,0,270.0,1792.3648234610228
7,2022,4,0,0,270.0,1814.5397268031666
2,2023,4,0,0,270.0,1823.5995166197754
10,2022,4,0,44,270.0,1793.8634497366802
7,2022,4,0,22,270.0,1812.5171770232264
4,2023,3,15,196,272.08,905.679645228025
1,2022,3,15,36,272.08,955.6791150407371
8,2023,9,0,0,273.42,4161.991371566248
9,2022,9,0,12,273.42,4174.003276120922
10,2022,9,0,17,273.42,4167.999879880852
7,2022,9,0,3,273.42,4185.918134520143
9,2022,9,0,92,273.42,4166.6485496484165
12,2023,9,0,0,273.42,4139.816468224104
8,2023,9,0,59,273.42,4156.567260792777
8,2022,9,0,0,273.42,4180.650210927328
7,2023,9,0,128,273.42,4155.767535045772
8,2023,9,0,34,273.42,4158.8656128154325
12,2022,2,15,0,279.58,423.676915770513
6,2022,5,0,116,279.95,2283.749941245507
1,2022,5,0,131,279.95,2310.0895592095985
11,2023,5,0,0,279.95,2248.0368260918767
5,2022,5,0,0,279.95,2299.9580204661834
2,2022,5,0,0,279.95,2316.5891979727894
10,2023,5,0,0,279.95,2253.5805519274145
1,2023,5,0,0,279.95,2303.474084447247
11,2023,5,0,54,279.95,2243.0723857229314
11,2022,5,0,0,279.95,2266.6956654529567
7,2022,5,0,81,279.95,2281.423908241697
9,2022,5,0,0,279.95,2277.7831171240323
4,2023,5,0,45,279.95,2282.7058732998557
7,2023,5,0,105,279.95,2260.5586509388595
2,2023,5,0,77,279.95,2290.851434381919
10,2023,5,0,41,279.95,2249.8112546102566
3,2023,5,0,188,279.95,2275.1030255657824
8,2022,5,0,112,279.95,2273.030225898059
4,2022,1,10,0,280.08,131.8567130865631
1,2023,4,5,0,282.72,1690.9824098316094
8,2023,5,15,96,286.88,1841.3598339603923
3,2022,5,15,0,286.88,1896.5629742661622
11,2022,10,5,175,288.61,4484.100578630358
8,2022,12,20,78,291.65,5043.82854809767
11,2022,2,10,0,296.03,567.3814742297473
9,2022,2,0,0,296.2,854.7905911482158
3,2023,2,0,0,296.2,869.3941068003551
6,2022,2,0,156,296.2,857.0800520334305
7,2022,2,0,100,296.2,856.6846347286482
5,2023,2,0,0,296.2,858.3066551292795
5,2022,2,0,27,296.2,874.4832743058869
8,2023,2,0,0,296.2,841.6754776226735
12,2022,2,0,97,296.2,829.2418077936891
2,2022,2,0,0,296.2,893.5966719969729
5,2022,4,0,177,297.6,1809.354846153823
12,2023,4,0,0,297.6,1768.162258264405
11,2023,5,20,0,297.6,1695.3934955970908
9,2023,4,0,51,297.6,1780.104797644788
9,2023,4,0,192,297.6,1767.1420922369944
10,2022,4,0,66,297.6,1791.84089995674
3,2022,4,0,176,297.6,1820.5342319058036
6,2023,4,0,0,297.6,1801.4246132776243
7,2022,4,0,0,297.6,1814.5397268031666
9,2022,4,0,157,297.6,1789.0186244297947
2,2023,4,0,41,297.6,1819.8302193026175
4,2022,4,0,46,297.6,1826.9419365880894
3,2023,4,0,38,297.6,1814.5622957097949
12,2023,4,0,0,297.6,1768.162258264405
7,2022,4,0,159,297.6,1799.9222079390602
2,2022,1,20,180,298.16,-149.9256350528958
3,2023,1,0,0,298.32,395.0632648084138
8,2023,1,0,0,298.32,367.3446356307322
6,2023,1,0,19,298.32,376.68533976459
6,2023,1,0,72,298.32,371.8128334765497
10,2022,1,0,42,298.32,371.05479192267376
12,2022,1,0,0,299.22,363.82857164966117
10,2022,1,0,0,299.22,374.9160233207367
10,2023,1,0,197,299.22,338.14617002110754
8,2023,1,0,0,299.22,367.3446356307322
11,2022,6,10,0,302.35,2464.704842197505
1,2022,5,10,0,303.75,2045.8112585609342
12,2023,10,0,134,303.8,4601.828143374594
12,2022,10,0,0,303.8,4632.806149577125
7,2023,10,0,0,303.8,4641.865939393727
10,2022,10,0,0,303.8,4643.893601248194
12,2022,10,0,0,303.8,4632.806149577125
3,2022,10,0,0,303.8,4682.699682096958
7,2022,10,0,42,303.8,4656.663547356744
7,2022,10,0,166,303.8,4645.263721324358
2,2022,10,0,0,303.8,4688.243407932496
12,2023,10,0,113,303.8,4603.758759073629
8,2022,10,0,0,303.8,4654.981052919269
11,2023,10,0,64,303.8,4613.80725487358
12,2022,10,0,0,303.8,4632.806149577125
10,2022,10,0,0,303.8,4643.893601248194
9,2022,10,0,61,303.8,4643.829348148443
8,2022,1,0,33,311.2,382.969650321902
5,2022,1,0,0,311.2,402.6346524984183
9,2022,1,0,0,311.2,380.4597491562745
5,2022,1,0,183,311.2,385.81071569256164
2,2022,1,0,0,311.57,419.2658300050316
5,2023,1,0,27,311.57,381.4935929528656
4,2023,1,0,171,311.57,373.7988111378945
12,2023,1,0,172,311.57,329.3570703726873
11,2023,1,0,0,311.57,350.7134581241189
6,2022,1,0,114,311.57,386.6104414395668
11,2022,7,20,124,313.54,2651.3141929096673
9,2022,7,20,159,313.54,2659.1839517490225
10,2022,5,15,135,316.2,1845.345792495049
6,2022,6,5,0,319.14,2630.5843039988904
6,2022,3,0,0,320.1,1345.752610646763
11,2022,3,0,55,320.1,1312.977607019231
10,2023,3,0,0,320.1,1304.9188679435392
8,2023,3,0,0,320.1,1316.0063196146075
12,2023,3,0,0,320.1,1293.8314162724637
4,2023,3,0,189,320.1,1320.805681665457
2,2023,3,0,0,320.1,1349.2686746278341
8,2023,3,0,39,320.1,1312.4208904592597
5,2023,5,5,0,320.62,2143.138348481407
2,2023,5,5,88,320.62,2151.6793268682522
2,2023,2,10,0,321.88,598.6161673884999
10,2023,6,20,0,324.0,2175.26806342457
2,2023,12,10,0,328.1,5341.924587307898
12,2022,2,0,0,328.86,838.1594136416024
2,2023,2,0,0,328.86,874.9378326358928
5,2022,2,0,0,328.86,876.9654944903596
11,2022,2,0,0,328.86,843.7031394771402
9,2022,2,0,163,328.86,839.8053359604819
5,2023,2,0,90,328.86,850.0325878477088
6,2023,2,0,164,328.86,837.6857400251029
8,2023,2,0,0,328.92,841.6754776226735
12,2023,2,0,129,328.92,807.6410778436039
10,2023,2,0,141,328.92,817.6253205438043
12,2022,2,0,100,328.92,828.9660055509667
11,2022,2,0,0,328.92,843.7031394771402
10,2022,2,0,27,328.92,846.7646451282053
3,2022,2,0,110,328.92,877.9401972617343
10,2023,2,0,127,328.92,818.9123976764895
7,2023,2,0,0,328.92,847.219203458204
1,2023,2,0,0,328.92,880.4815584714306
8,2023,2,0,5,328.92,841.215807218141
8,2023,3,15,92,333.59,893.0658863001372
5,2023,11,0,31,334.18,5124.434276548647
1,2022,5,10,160,334.8,2031.1018056159228
6,2022,5,10,183,334.8,2001.268692577396
4,2022,5,10,167,334.8,2013.8270895429669
9,2023,1,10,0,335.43,85.4792445478015
2,2023,6,0,0,335.94,2772.2612006036507
2,2022,6,0,95,335.94,2782.1863022786274
8,2022,6,0,0,335.94,2757.6576849515113
2,2023,6,0,0,335.94,2772.2612006036507
6,2022,6,0,193,335.94,2751.001859007665
3,2022,6,0,0,335.94,2785.376314129193
1,2022,6,0,0,335.94,2796.4637658002684
2,2023,6,0,196,335.94,2754.2421207460065
6,2023,6,0,55,335.94,2745.0299228116564
2,2022,5,0,0,337.5,2316.5891979727894
3,2022,5,0,130,337.5,2299.0940416194353
5,2023,5,0,0,337.5,2281.2991811051033
8,2023,5,0,0,337.5,2264.66800359849
4,2022,5,0,0,337.5,2305.501746301721
3,2022,5,0,0,337.5,2311.045472137259
6,2023,5,0,0,337.5,2275.7554552695656
12,2023,14,20,124,340.26,5947.427521656631
5,2022,2,10,0,342.02,600.6438292429666
2,2022,2,10,156,342.02,602.9332901281887
9,2023,2,10,0,342.02,559.8100865397428
7,2023,2,10,132,342.02,558.7622395311773
1,2022,2,10,0,344.83,622.8187325851177
10,2023,2,10,51,344.83,549.5777225779821
9,2023,3,20,181,355.44,741.1791946402445
5,2022,6,20,6,357.12,2221.093927477901
12,2022,2,0,191,357.64,820.6000041884909
12,2023,8,20,0,358.34,3112.842295737377
7,2023,4,15,105,362.78,1371.7453110758288
8,2022,4,15,170,362.78,1378.8847093424629
6,2023,2,5,194,363.98,696.7668849742186
1,2022,6,10,0,364.5,2520.1421005528755
12,2023,6,10,122,364.5,2429.2863191303113
9,2023,12,0,73,364.56,5572.728983800371
10,2023,12,0,0,364.56,5573.896445870996
8,2023,12,0,27,364.56,5582.501677357599
12,2022,12,0,182,364.56,5564.735830836049
3,2022,12,0,0,364.56,5631.361366080837
9,2023,12,0,36,364.56,5576.130544793905
9,2023,5,0,85,372.0,2251.309880885914
4,2023,5,0,122,372.0,2275.626949070065
10,2022,5,0,0,372.0,2272.2393912884945
8,2023,5,0,145,372.0,2251.337561867069
3,2022,5,0,0,372.0,2311.045472137259
4,2022,5,0,0,372.0,2305.501746301721
12,2022,5,0,0,372.0,2261.1519396174263
11,2022,5,0,64,372.0,2260.8118842749536
6,2023,5,0,135,372.0,2263.3443543472094
12,2022,5,0,113,372.0,2250.7633884750103
4,2023,5,0,197,372.0,2268.731893002092
11,2023,5,0,32,372.0,2245.0949355028715
5,2022,5,0,0,372.0,2299.9580204661834
11,2023,5,0,0,372.0,2248.0368260918767
1,2022,5,0,0,372.0,2322.132923808327
12,2023,7,5,0,372.33,3052.993951616525
5,2022,7,5,10,372.33,3109.539531017297
10,2023,1,0,0,372.7,356.2571839596567
6,2022,1,0,163,372.7,382.10567147515394
8,2023,1,0,0,372.7,367.3446356307322
8,2022,1,0,0,372.7,386.00347499181225
1,2023,3,5,0,372.84,1216.6515678396754
2,2022,3,5,0,372.84,1229.7666813652177
3,2023,3,5,188,372.84,1188.2805089582107
4,2023,13,5,0,375.19,5943.328810252464
12,2023,7,20,78,378.0,2631.34059543474
9,2023,7,20,0,378.0,2655.142631252049
